Incident #,Time,Date Occurred,Description,Location,Disposition,Day Occurred,Month Occurred,Year Occurred
19-12510,2123,8/29/19,Underage Consumption,Athletic Complex,Civil Assessment,29,8,2019
19-12521,0028,8/30/19,Underage Consumption,Russell C,Administrative Sanction,30,8,2019
19-12528,0137,8/30/19,DUI,University Courtyard Apartments,Arrest,30,8,2019
19-12529,0142,8/30/19,Underage Consumption,University Courtyard Apartments,Civil Assessment,30,8,2019
19-12535,0233,8/30/19,Underage Consumption,Harrington Hall A,Administrative Sanction,30,8,2019
19-12562,1014,8/29/18,Theft,South Academy Residence Hall,Pending,29,8,2018
19-12577,1313,8/30/19,Theft,Trabant University Center,Arrest,30,8,2019
19-12579,1346,8/29/19,Damaged Property,Sharp Lab,Pending,29,8,2019
19-12623,0013,8/31/19,Underage Consumption,Harrington Hall A,Administrative Sanction,31,8,2019
19-12624,0023,8/31/19,Damaged Property,University Courtyard Apartments,Pending,31,8,2019
19-12627,0052,8/31/19,Underage Consumption,Lovett Ave/Haines St,Administrative Sanction,31,8,2019
19-12628,0056,8/31/19,Underage Consumption,Harrington Hall E,Administrative Sanction,31,8,2019
19-12636,0140,8/31/19,Underage Consumption,Haines St,Administrative Sanction,31,8,2019
19-12640,0202,8/31/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,31,8,2019
19-12643,0221,8/31/19,Underage Consumption,Lot #55,Civil Assessment,31,8,2019
19-12644,0249,8/31/19,Underage Consumption,Harrington Hall A,Administrative Sanction,31,8,2019
19-12659,0841,8/30/19,Theft,Russell A,Exceptionally Clear,30,8,2019
19-12673,1118,8/31/19,Trespass,Louis Redding Hall,Pending,31,8,2019
19-12683,1528,8/29/19,Rape,Louis Redding Hall,Pending,29,8,2019
19-12694,1903,8/31/19,Underage Consumption,Sypherd Hall,Civil Assessment,31,8,2019
19-12704,2315,8/31/19,Possession of a Controlled Substance/ Drug Paraphernalia,La Grange Ave/Pulaski Highway,Civil Assessment,31,8,2019
19-12708,0022,9/1/19,DUI,La Grange Ave/Pulaski Highway,Arest,1,9,2019
19-12711,0112,9/1/19,Underage Consumption,Lot #55,Administrative Sanction,1,9,2019
19-12714,0154,9/1/19,Underage Consumption,Caesar Rodney Dining Hall,Civil AssessmentC,1,9,2019
19-12740,1221,8/31/19,Damaged Property,Frazer Field,Pending,31,8,2019
19-12749,1446,9/1/19,Offensive Touching,Russell E,Exceptionally Clear,1,9,2019
19-12747,1532,8/27/19,Theft,Sharp Lab,Pending,27,8,2019
19-12761,2037,8/28/19,Harassment,Harrington Hall C,Exceptionally Clear,28,8,2019
19-12769,0129,9/2/19,Disorderly Conduct,Indepencence Bridge,Administrative Sanction,2,9,2019
19-12774,0308,9/2/19,Underage Consumption,South Academy Residence Hall,Administrative Sanction,2,9,2019
19-12800,1708,9/2/19,Damaged Property,Laird Campus,Pending,2,9,2019
19-12809,2112,9/2/19,Disorderly Conduct,Russell A,Exceptionally Clear,2,9,2019
19-12810,2142,9/2/19,Possession of Marijuana,Laird Campus,Civil Assessmentc,2,9,2019
19-12820,0033,9/3/19,Underage Consumption,George Read Hall,Civil Assessment,3,9,2019
19-12846,1442,9/3/19,Motor Vehicle Collision (Hit & Run),University Courtyard Apartments,Pending,3,9,2019
19-12857,1819,9/3/19,Theft,Purnell Hall,Pending,3,9,2019
19-12864,2103,9/3/19,Possession of Marijuana,Christiana Towers,Administrative Sanction,3,9,2019
19-12917,1442,8/26/19,Terroristic Threatening,Willard Hall,Pending,26,8,2019
19-12918,1444,9/3/19,Graffiti,UD Downtown Center,Pending,3,9,2019
19-12933,2119,9/4/19,Motor Vehicle Collision (Hit & Run),Center for the Arts,Pending,4,9,2019
19-12940,2236,9/4/19,Possession of Marijuana,ROTC,Civil Assessment,4,9,2019
19-12971,0825,9/4/19,Graffiti,Mechanical Hall,Pending,4,9,2019
19-12989,1408,9/4/19,Theft,Gore Hall,Pending,4,9,2019
19-13000,1837,9/5/19,Possession of Marijuana,Independence Hall,Civil Assessment,5,9,2019
19-13017,0056,9/6/19,Underage Consumption,Harrington Hall A,Administrative Sanction,6,9,2019
19-13018,0110,9/6/19,Underage Consumption,Harrington Hall A,Administrative Sanction,6,9,2019
19-13019,0129,9/6/19,Underage Consumption,Harrington Hall A,Administrative Sanction,6,9,2019
19-13020,0153,9/6/19,Underage Consumption,Harrington Hall A,Administrative Sanction,6,9,2019
19-13031,0730,9/6/19,Motor Vehicle Collision (Hit & Run),Lot #19,Pending,6,9,2019
19-13041,1014,9/6/20,Motor Vehicle Collision (Hit & Run),Pencader Dining Hall,Pending,6,9,2020
19-13045,1048,9/6/19,Damaged Property,Harrington Hall B,Pending,6,9,2019
19-13076,1941,9/6/19,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,6,9,2019
19-13090,0050,9/7/19,Underage Consumption,South Academy Residence Hall,Administrative Sanction,7,9,2019
19-13093,0131,9/7/19,Underage Consumption,Ray Street Hall C,Administrative Sanction,7,9,2019
19-13094,0146,9/7/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,7,9,2019
19-13097,0239,9/7/19,Underage Consumption,Harrington Hall D,Administrative Sanction,7,9,2019
19-13100,0321,9/7/19,Underage Consumption,Kent Hall,Administrative Sanction,7,9,2019
19-13118,1521,9/7/19,Public Intoxication,Newark Police Department,Administrative Sanction,7,9,2019
19-13126,2028,9/7/19,Possession of Marijuana,Christiana Towers,Civil Assessment,7,9,2019
19-13147,0044,9/8/19,Possession of a Controlled Substance/ Drug Paraphernalia,East Campus Utility Plant,Civil Assessment,8,9,2019
19-13148,0104,9/8/19,Possession of Marijuana,Lot #19,Civil Assessment,8,9,2019
19-13151,0140,9/8/19,Underage Consumption,Academy St/Courtney St,Administrative Sanction,8,9,2019
19-13152,0148,9/8/19,Disorderly Conduct,Hugh Morris Library,Administrative Sanction,8,9,2019
19-13156,0220,9/8/19,Underage Consumption,Lane Hall,Pending,8,9,2019
19-13159,0323,9/8/19,Trespass,University Courtyard Apartments,Arrest,8,9,2019
19-13178,1342,9/8/19,Harassment,Harrington Hall C,Exceptionaly Clear,8,9,2019
19-13190,2142,9/8/19,Possession of Marijuana,Harrington Commons,Civil Assessment,8,9,2019
19-13196,0135,9/9/19,Public Intoxication,Sharp Lab,Administrative Sanction,9,9,2019
19-13220,1515,9/2/19,Graffiti,Ray Street,Pending,2,9,2019
19-13231,1758,9/9/19,Harassment,Gore Hall,Pending,9,9,2019
19-13266,2355,9/10/19,Traffic Violation/Fugitve,S College Ave/SR 4,Pending,10,9,2019
19-13330,2140,9/10/19,Trespass,Wolf Hall,Arrest,10,9,2019
19-13333,2204,9/3/19,Theft,Purnell Hall,Pending,3,9,2019
19-13361,1012,9/10/19,Theft,South Academy Residence Hall,Pending,10,9,2019
19-13378,1204,9/10/19,Theft,South Academy Residence Hall,Pending,10,9,2019
19-13400,2219,9/11/19,Trespass,Cannon Hall,Pending,11,9,2019
19-13470,0025,9/13/19,Possession of Marijuana,Gilbert Hall,Civil Assessment,13,9,2019
19-13472,0048,9/13/19,Possession of Marijuana,S Chapel St/E Park Pl,Civil Assessment,13,9,2019
19-13475,0208,9/13/19,Underage Consumption,University Courtyard Apartments,Administrative Sanction,13,9,2019
19-13505,1450,9/13/19,Shoplifting,Barnes & Noble Bookstore,Pending,13,9,2019
19-13506,1502,9/7/19,Theft,University Courtyard Apartments,Pending,7,9,2019
19-13511,1629,9/10/19,Damaged Property,University Courtyard Apartments,Pending,10,9,2019
19-13544,0001,9/14/19,Underage Consumption,University Courtyard Apartments,Administrative Sanction,14,9,2019
19-13557,0143,9/14/19,Underage Consumption,Brown Lab,Administrative Sanction,14,9,2019
19-13560,0154,9/14/19,Underage Consumption,Russell B,Administrative Sanction,14,9,2019
19-13561,0158,9/14/19,Underage Consumption,Cannon Hall,Administrative Sanction,14,9,2019
19-13565,0221,9/14/19,Underage Consumption,Harrington Hall C,Administrative Sanction,14,9,2019
19-13567,0240,9/14/19,Possession of a Controlled Substance/ Drug Paraphernalia,Gilbert Hall,Administrative Sanction,14,9,2019
19-13572,0429,9/14/19,Possession of a Controlled Substance/ Drug Paraphernalia,Independence Hall,Administrative Sanction,14,9,2019
19-13591,1452,9/14/19,Public Intoxication,Delaware Stadium,Exceptionally Clear,14,9,2019
19-13592,1454,9/11/19,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,11,9,2019
19-13594,1510,9/14/19,Trespass,Lot #88,Exceptionally Clear,14,9,2019
19-13595,1515,9/14/19,Public Intoxication,Lot #1,Arrest,14,9,2019
19-13596,1549,9/11/19,Theft,Gilbert Hall,Pending,11,9,2019
19-13599,1658,9/14/19,Theft,Delaware Stadium,Pending,14,9,2019
19-13621,2333,9/14/19,Alcohol Violation,E Cleveland Ave/Kershaw St,Administrative Sanction,14,9,2019
19-13627,0112,9/15/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,15,9,2019
19-13632,0142,9/15/19,DUI,Lot #19,Adult Arrest,15,9,2019
19-13653,1207,9/13/19,Theft,Harrington Commons,Pending,13,9,2019
19-13654,1257,9/15/19,Theft,Harrington Commons,Pending,15,9,2019
19-13709,1223,9/16/19,Shoplifting,Barnes & Noble Bookstore,Pending,16,9,2019
19-13725,1800,9/15/19,Theft,Harker ISE Lab,Pending,15,9,2019
19-13737,2112,9/16/19,Offensive Touching,Cullen Way,Service Clear,16,9,2019
19-13743,2307,9/16/19,Trespass,Lane Hall,Administrative Sanction,16,9,2019
19-13762,1051,9/14/19,Theft,Harrington Commons,Pending,14,9,2019
19-13886,0410,9/19/19,Underage Consumption,Russell E,Civil Assessment,19,9,2019
19-13886,1613,9/19/19,Motor Vehicle Collision (Hit & Run),Lot #88,Pending,19,9,2019
19-13887,1629,9/19/19,Public Intoxication,Trabant University Center,Arrest,19,9,2019
19-13913,2346,9/19/19,Public Intoxication,UCA,Administrative Sanction,19,9,2019
19-13920,0149,9/19/19,Underage Consumption,University Courtyard Apartments,Administrative Sanction,19,9,2019
19-13923,0205,9/19/19,Underage Consumption,Gilbert Hall,Administrative Sanction,19,9,2019
19-13946,1103,9/19/19,Motor Vehicle Collision (Hit & Run),CFA Parking Garage,Pending,19,9,2019
19-13954,1315,9/19/19,Theft,Ray Street Hall C,Pending,19,9,2019
19-13997,0010,9/21/19,Underage Consumption,Caesar Rodney B,Administrative Sanction,21,9,2019
19-14006,0125,9/21/19,Possession of Marijuana,University Courtyard Apartments,Civil Assessment,21,9,2019
19-14007,0133,9/21/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,21,9,2019
19-14008,0139,9/21/19,Underage Consumption,Russell D,Administrative Sanction,21,9,2019
1914010,0144,9/21/19,Underage Consumption,South Academy Residence Hall,Administrative Sanction,21,9,2019
19-14011,0148,9/21/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,21,9,2019
19-14018,0240,9/21/19,Underage Consumption,Harrington Hall C,Administrative Sanction,21,9,2019
19-14020,0303,9/21/19,Underage Consumption,Gilbert Hall,Administrative Sanction,21,9,2019
19-14022,0315,9/21/19,Receiving Stolen Property,University Courtyard Apartments,Aarrest,21,9,2019
19-14023,0325,9/21/19,Underage Consumption,Thomas McKean Hall,Administrative Sanction,21,9,2019
19-14026,0412,9/21/19,Disorderly Conduct,Harrington Hall C,Arrest,21,9,2019
19-14029,0450,9/21/19,Underage Consumption,Thomas McKean Hall,Administrative Sanction,21,9,2019
19-14048,1227,9/20/19,Damaged Property,South Academy Residence Hall,Pending,20,9,2019
19-14091,0214,9/22/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,22,9,2019
19-14099,0515,9/22/19,Underage Consumption,George Read Hall,Administrative Sanction,22,9,2019
19-4102,0826,9/22/19,Damaged Property,Ray Street Hall B,Pending,22,9,2019
19-14110,1658,9/22/19,Terroristic Threatening,Russell D,Exceptionally Clear,22,9,2019
19-14112,1737,9/21/19,Theft,Harter Hall,Pending,21,9,2019
19-14128,2203,9/22/19,Offensive Touching,UDPD,Exceptionally Clear,22,9,2019
19-14152,0944,9/20/19,Theft,Thomas McKean Hall,Pending,20,9,2019
19-14205,0932,9/23/19,Theft,Lot #20,Pending,23,9,2019
19-1421805,1437,9/24/19,Resisting Arrest,Drake Hall,Administrative Sanction,24,9,2019
19-14248,0013,9/25/19,Possession of Marijuana,ROTC,Pending,25,9,2019
19-14264,0900,9/16/19,Motor Vehicle Collision (Hit & Run),Hugh Morris Library,Pending,16,9,2019
19-14277,1354,9/25/19,Theft,CFA Parking Garage,Arrest,25,9,2019
19-14285,1645,9/18/18,Harassment,Sharp Lab,Pending,18,9,2018
19-14299,2012,9/25/19,Motor Vehicle Collision (Hit & Run),UDairy Creamery,Pending,25,9,2019
19-14309,2307,9/25/19,Theft,George Read Hall,Pending,25,9,2019
19-14340,1222,9/25/19,Burglary,Robinson Hall,Pending,25,9,2019
19-14345,1330,9/26/19,Trespass,English Language Institute,Exceptionally Clear,26,9,2019
19-14394,1108,9/27/19,Trespass,Barnes & Noble Bookstore,Arrest,27,9,2019
19-14404,1356,9/27/19,Graffiti,Brown Lab,Pending,27,9,2019
19-14407,1517,9/27/19,Offensive Touching,Hullihen Hall,Pending,27,9,2019
19-14414,1731,9/27/19,Possession of a Controlled Substance/ Drug Paraphernalia,South Academy Residence Hall,Civil Assessment,27,9,2019
19-14418,1821,9/27/19,Trespass,Fred P. Rullo Stadium,Arrest,27,9,2019
19-14432,2122,9/27/19,Underage Consumption,Pearson Hall,Civil Assessment,27,9,2019
19-14442,2344,9/27/19,Disorderly Conduct,Ed Fine Parking Lot,Pending,27,9,2019
19-14479,1531,9/1/19,Theft,Louis Redding Hall,Pending,1,9,2019
19-14492,2013,9/28/19,Motor Vehicle Collision (Hit & Run),Lot #53,Pending,28,9,2019
19-14504,2309,9/28/19,Underage Consumption,Harrington Hall E,Administrative Sanction,28,9,2019
19-14507,2324,9/28/19,Underage Consumption,Harrington Hall E,Administrative Sanction,28,9,2019
19-14512,0105,9/29/19,Underage Consumption,Eliphalet Gilbert Hall,Administrative Sanction,29,9,2019
19-14513,0138,9/29/19,Underage Consumption,Eliphalet Gilbert Hall,Administrative Sanction,29,9,2019
19-14514,0223,9/29/19,Underage Consumption,Caesar Rodney B,Administrative Sanction,29,9,2019
19-14531,1215,9/28/19,Theft,University Courtyard Apartments,Pending,28,9,2019
19-14550,2353,9/27/19,Theft,University Courtyard Apartments,Pending,27,9,2019
19-14579,1259,9/30/19,Harassment,Sharp Lab,Pending,30,9,2019
19-14593,1959,9/19/19,Theft,Louis Redding Hall,Pending,19,9,2019
19-14598,2048,9/30/19,Theft,Hugh Morris Library,Pending,30,9,2019
19-14606,2305,9/30/19,Theft,Carpenter Sport Building,Pending,30,9,2019
19-14619,0734,10/1/19,Trespass,Memorial Hall,Exceptionally Clear,1,10,2019
19-14623,0923,9/30/19,Theft,Colburn Lab,Pending,30,9,2019
19-14634,1227,10/1/19,Trespass,University Courtyard Apartments,Exceptionally Clear,1,10,2019
19-14635,1235,10/1/19,Harassment,Harker ISE Lab,Pending,1,10,2019
19-14658,2100,10/1/19,Possession of Marijuana,South Chapel St,Civil Assessment,1,10,2019
19-14675,0320,10/2/19,Underage Consumption,Gilbert Hall,Civivl Assessment,2,10,2019
19-14738,2140,10/2/19,Possession of Marijuana,New Castle Residence Hall,Civill Assessment,2,10,2019
19-14739,2132,10/2/19,Harassment,South Academy Residence Hall,Exceptionally Clear,2,10,2019
19-14740,2226,10/2/19,Trespass,Hugh Morris Library,Arrest,2,10,2019
19-14743,0101,10/3/19,Underage Consumption,Russell D,Administrative Sanction,3,10,2019
19-14765,1026,10/3/19,Trespass,Russell A,Exceptionally Clear,3,10,2019
19-14813,0036,10/4/20,Underage Consumption,Perkins Student Center,Administrative Sanction,4,10,2020
19-14873,0109,10/5/19,Underage Consumption,Gilbert Hall,Administrative Sanction,5,10,2019
19-14877,0139,10/5/19,Underage Consumption,University Courtyard Apartments,Exceptionally Clear,5,10,2019
19-14885,0250,10/5/19,Underage Consumption,Laird Campus,Administrative Sanction,5,10,2019
19-14886,0301,10/5/19,Sexual Harrasment,Louis Redding Hall,Exceptionally Clear,5,10,2019
19-14910,1256,10/4/19,Theft,University Courtyard Apartments,Pending,4,10,2019
19-14918,2314,10/5/19,Receiving Stolen Property,James Smith Hall,Administrative Sanctio,5,10,2019
19-14929,0155,10/6/19,Underage Consumption,Louis Redding Hall,Administrative Sanctiont,6,10,2019
19-14933,0318,10/6/19,Underage Consumption,Harrington Hall B,Administrative Sanction,6,10,2019
19-14948,1247,10/6/19,Graffiti,Gilbert Hall,Pending,6,10,2019
19-14961,2114,10/6/19,Possession of Marijuana,Christiana Towers,Civil Assessment,6,10,2019
19-15002,1152,10/7/19,Theft,James Smith Hall,Pending,7,10,2019
19-15012,1503,10/7/19,Theft,Smith Hall,Pending,7,10,2019
19-15038,2340,10/7/19,Theft,Evans Hall,Pending,7,10,2019
19-15064,0655,10/7/19,Graffiti,Trabant University Center,Pending,7,10,2019
19-15067,0912,10/3/19,Theft,South Academy Residence Hall,Pending,3,10,2019
19-15077,0927,10/7/19,Theft,Colburn Lab,Pending,7,10,2019
19-15091,1152,9/23/19,Theft,Thompson Hall,Pending,23,9,2019
19-15096,1843,10/8/19,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,8,10,2019
19-15102,2142,10/8/19,Theft,Hugh Morris Library,Pending,8,10,2019
19-15122,0146,10/9/19,Theft,University Courtyard Apartments,Pending,9,10,2019
19-15144,1029,10/9/19,Disorderly Conduct,Bob Carpenter Center,Administrative Sanction,9,10,2019
19-15156,1336,10/9/19,Theft,Ray Street Hall A,Arrest,9,10,2019
19-15159,1429,10/9/19,Shoplifting,Trabant University Center,Administrative Sanction,9,10,2019
19-15173,1630,10/9/19,Damaged Property,Bob Carpenter Center,Administrative Sanctiont,9,10,2019
19-15208,1327,10/10/19,Burglary,Russell D,Pending,10,10,2019
19-15219,1922,10/10/19,Graffiti,Ray Street Hall A,Pending,10,10,2019
19-15235,0225,10/11/19,Underage Consumption,Harrington Hall C,Exceptionally Clear,11,10,2019
19-15259,1309,10/7/19,Harassment,UDPD,Pending,7,10,2019
19-15268,1610,10/9/19,Shoplifting,Barnes & Noble Bookstore,Pending,9,10,2019
19-15269,1626,10/11/19,Damaged Property,Frazer Field,Unfounded,11,10,2019
19-15292,2251,10/11/19,Motor Vehicle Collision (Hit & Run),Ice Arena Parking Lot,Arrest,11,10,2019
19-15295,2317,10/11/19,Possession of Marijuana,E. Cleveland Ave,Administrative Sanction,11,10,2019
19-15304,0103,10/12/19,Disorderly Conduct,Brown Lab,Administrative Sanction,12,10,2019
19-15316,1053,10/12/19,Damaged Property,UCA,Pending,12,10,2019
19-15318,1125,10/11/19,Graffiti,South Academy Residence Hall,Pending,11,10,2019
19-15342,2120,10/10/19,Graffiti,Squire Residence Hall,Pending,10,10,2019
19-15343,2122,10/11/19,Motor Vehicle Collision (Hit & Run),UCA,Pending,11,10,2019
19-15347,2306,10/12/19,Terroristic Threatening,UCA,Pending,12,10,2019
19-15367,0631,10/13/19,Underage Consumption,South Academy Residence Hall,Arrest,13,10,2019
19-15379,1802,10/13/19,Offensive Touching,Carpenter Sport Building,Arrest,13,10,2019
19-15419,1041,10/14/19,Fraud,General Service Building,Pending,14,10,2019
19-15423,1116,10/9/19,Theft,Independence Hall East,Pending,9,10,2019
19-15430,1416,10/14/19,Harassment,Harker ISE Lab,Exceptionally Clear,14,10,2019
19-15443,1804,10/3/19,Theft,Gilbert Hall,Pending,3,10,2019
19-15448,1911,10/14/19,Possession of Marijuana,South Academy Residence Hall,Civil Assessment,14,10,2019
19-15463,2102,10/14/19,Theft,Russell A,Pending,14,10,2019
19-15475,0709,10/14/19,Damaged Property,Purnell Hall,Pending,14,10,2019
19-15483,1037,10/15/19,Possession of Marijuana,Ray Street Hall B,Civil Assessment,15,10,2019
19-15515,2128,10/15/19,Harassment,Harter Hall,Pending,15,10,2019
19-15526,0014,10/16/19,Underage Consumption,University Courtyard Apartments,Administrative Sanction,16,10,2019
19-15542,0933,9/16/19,Motor Vehicle Collision (Hit & Run),STAR Campus,Pending,16,9,2019
19-15555,1325,10/14/19,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,14,10,2019
19-15610,1257,10/17/20,Trespass,Ray Street Hall A,Pending,17,10,2020
19-15615,1443,10/17/20,Damaged Property,Lot #7,Pending,17,10,2020
19-15630,1818,10/17/20,Theft,Spencer Lab,Pending,17,10,2020
19-15653,0037,10/18/19,Underage Consumption,Gilbert Hall,Arrest,18,10,2019
19-15664,0220,10/18/19,Underage Consumption,Russell D,Administrative Sanction,18,10,2019
19-15696,1617,10/18/19,Motor Vehicle Collision (Hit & Run),Lot #31,Pending,18,10,2019
19-15722,0133,10/19/19,Underage Consumption,Harrington Hall B,Administrative Sanction,19,10,2019
19-15728,0236,10/19/19,Underage Consumption,Louis Redding Hall,Administrative Sanction,19,10,2019
19-15731,0335,10/19/19,Underage Consumption,Russell A,Administrative Sanction,19,10,2019
19-15787,0206,10/20/19,Underage Consumption,Thomas McKean Hall,Administrative Sanction,20,10,2019
19-15797,1213,10/20/19,Possession of a Controlled Substance/ Drug Paraphernalia,STAR Campus,Arrest,20,10,2019
19-15805,1352,10/4/19,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,4,10,2019
19-15810,1938,10/20/19,Possession of a Controlled Substance/ Drug Paraphernalia,Ray Street Hall B,Civil Assessment,20,10,2019
19-15811,2009,10/20/19,Theft,Hugh Morris Library,Pending,20,10,2019
